generation,best_fitness,mean_fitness,std_fitness,best_tree_size,mean_tree_size,population_size,survived_agents,crashed_agents,agent_survival_rate,agent_crash_rate,total_episodes,survived_episodes,crashed_episodes,episode_survival_rate,episode_crash_rate,mean_episode_score,std_episode_score
0,-1856.6590885612327,-7249.922975223994,4283.2744859229815,23,16.21875,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-483.3281983482663,445.25239425412747
1,-1856.6590885612327,-3098.796461776718,2257.8393968459363,23,18.3515625,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-206.5209099517812,185.62578364616644
2,-1702.3595656406019,-2376.7579052036676,1424.7718844132417,23,21.5703125,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-158.3883915969112,109.10416176760367
3,-1702.3595656406019,-2138.3779045036536,1300.685837314026,16,25.40625,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-142.49180821691024,94.51455559167073
4,-1702.3595656406019,-2508.381642529919,2058.756479305493,36,26.03125,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-167.15596366866126,158.42768036669614
5,-1668.9874835471512,-2499.053839645815,2058.5142281500403,20,28.6640625,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-166.53775597638767,149.55776185948733
6,-836.7119470241344,-2353.81919614043,1891.8390044207201,16,28.8515625,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-156.85773807602862,138.0236173944678
7,-836.7119470241344,-2434.7786662711596,2206.6281176340767,16,28.421875,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-162.2366506680773,165.67830259623005
8,-800.908718070115,-2234.5261829227297,1935.9990675424228,16,23.5078125,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-148.89294344484867,152.23583060222296
9,-760.6452117938535,-2485.5370106766027,3186.7115346888027,16,18.296875,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-165.63652987844017,240.78280823322328
10,-678.0236579387973,-2262.0469273589533,2806.1698949034853,18,18.0859375,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-150.72682640726353,217.39325696622146
11,-678.0236579387973,-3040.791824875605,4046.886054817507,18,17.796875,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-202.64315290837368,308.7644615034474
12,-321.2585753088513,-1769.3895775730373,2113.253491909942,20,18.296875,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-117.88164892153578,176.12286363519857
13,-321.2585753088513,-2453.092477776725,3710.3236426578183,20,21.5859375,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-163.45559226844833,269.7302285634707
14,-321.2585753088513,-1817.1468636767659,2462.045789546124,20,24.609375,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-121.06296799511773,183.05106456381426
15,-292.14602098678324,-1735.3510913499385,2514.9186291564356,20,24.21875,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-115.60189567332924,188.5511825692811
16,-269.0189840239023,-1940.4759170141863,2737.4710783415185,38,24.25,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-129.2815194676124,194.7814382124538
17,-102.77311874863265,-2093.1948659854934,2879.9911295331876,20,25.7421875,128,0,128,0.0,1.0,1920,2,1918,0.0010416666666666667,0.9989583333333333,-139.44767856569953,206.9457710087783
