generation,best_fitness,mean_fitness,std_fitness,best_tree_size,mean_tree_size,population_size,survived_agents,crashed_agents,agent_survival_rate,agent_crash_rate,total_episodes,survived_episodes,crashed_episodes,episode_survival_rate,episode_crash_rate,mean_episode_score,std_episode_score,validation_best_score,validation_best_mean,validation_best_std,validation_best_survival_rate,best_validation_score_so_far
24,1894.0399175394832,-2286.729340872315,5205.183801110428,26,27.8359375,128,0,128,0.0,1.0,2560,751,1809,0.293359375,0.706640625,-114.31717016861573,306.2641471563538,433.5211590400241,43.352115904002396,89.34429384440917,0.4,559.3079396690779
25,2219.307996091419,-2112.546984327376,5210.110467208477,26,28.2265625,128,0,128,0.0,1.0,2560,829,1731,0.323828125,0.676171875,-105.60864609136877,289.2106962910112,560.9331734552464,56.09331734552463,90.78438555148526,0.4,560.9331734552464
26,2219.307996091419,-3193.8456650361204,6463.847240419944,26,28.296875,128,0,128,0.0,1.0,2560,811,1749,0.316796875,0.683203125,-159.67070122055603,363.70881530210767,699.1746973215462,69.91746973215461,77.75471660863316,0.5,699.1746973215462
27,2219.307996091419,-1838.3451026054945,5625.242001366287,26,30.203125,128,0,128,0.0,1.0,2560,911,1649,0.355859375,0.644140625,-91.89663013027474,321.28176787079576,670.4588480980091,67.04588480980091,126.60665098228537,0.5,699.1746973215462
28,2440.996554120531,-1378.3395087390118,5210.832623177448,26,32.328125,128,0,128,0.0,1.0,2560,957,1603,0.373828125,0.626171875,-68.89161215570059,301.5438908407037,615.8149154991379,61.58149154991379,97.47949357680218,0.3,699.1746973215462
29,2440.996554120531,-1009.4490934272659,5285.898261562647,26,31.921875,128,0,128,0.0,1.0,2560,1088,1472,0.425,0.575,-50.447247640113275,297.4614428490747,-238.881079846577,-23.8881079846577,212.84730091830428,0.5,699.1746973215462
30,2609.0929503876546,-1312.0463999027975,5474.7271414438665,26,31.6875,128,0,128,0.0,1.0,2560,1115,1445,0.435546875,0.564453125,-65.57445671388986,295.5759150947246,650.8778857050797,65.08778857050797,85.52594261104889,0.6,699.1746973215462
31,2609.0929503876546,-1897.9501393549594,6044.974621536715,26,30.8046875,128,0,128,0.0,1.0,2560,1154,1406,0.45078125,0.54921875,-94.87433509274797,337.10127301987546,754.268567695345,75.4268567695345,84.52385455447941,0.5,754.268567695345
32,3153.8833595114115,-1673.9573921143806,5703.483181043979,26,33.1953125,128,0,128,0.0,1.0,2560,1146,1414,0.44765625,0.55234375,-83.66906101196903,325.653938196714,1603.341050242327,160.3341050242327,116.99186395260483,0.7,1603.341050242327
33,3153.8833595114115,-1832.9624115232937,6210.889057033849,26,32.15625,128,0,128,0.0,1.0,2560,1226,1334,0.47890625,0.52109375,-91.6275815136647,346.8981393574843,1669.1300744164332,166.91300744164332,118.37357030140065,0.7,1669.1300744164332
34,3195.037830282912,-1131.2518359485703,5530.520839869384,40,30.6640625,128,0,128,0.0,1.0,2560,1212,1348,0.4734375,0.5265625,-56.54071289117851,309.63826455075315,1041.7646083331438,104.17646083331438,123.9242689698771,0.5,1669.1300744164332
35,3344.1996129884474,-1375.9227742217417,5741.662729813261,26,30.234375,128,0,128,0.0,1.0,2560,1228,1332,0.4796875,0.5203125,-68.7756504298371,317.7325808146899,1195.0192137449926,119.50192137449926,114.47375990648702,0.6,1669.1300744164332
36,3365.989311777548,-1529.306712948811,5564.02803359266,43,29.6640625,128,0,128,0.0,1.0,2560,1132,1428,0.4421875,0.5578125,-76.44278095994056,318.9137054223561,1157.4059892724752,115.74059892724752,117.5121044288656,0.5,1669.1300744164332
37,3472.938652103799,-1713.8940779767195,6304.122744445015,26,34.53125,128,0,128,0.0,1.0,2560,1138,1422,0.44453125,0.55546875,-85.67180546133598,360.5686393860072,1270.1839866776313,127.01839866776314,145.70754025713313,0.7,1669.1300744164332
38,3472.938652103799,-663.8731185670217,5441.769516615057,26,36.7265625,128,0,128,0.0,1.0,2560,1278,1282,0.49921875,0.50078125,-33.169843428351086,309.6106071192848,959.5265104743235,95.95265104743234,99.38486844136796,0.8,1669.1300744164332
39,3476.931871245503,-1342.45199334149,6116.844200385964,36,35.15625,128,0,128,0.0,1.0,2560,1238,1322,0.48359375,0.51640625,-67.1010254483245,346.0005157432691,641.5687146713777,64.15687146713778,135.88996724319347,0.4,1669.1300744164332
40,3476.931871245503,-1477.1005401980892,6287.990980078815,36,36.5,128,0,128,0.0,1.0,2560,1216,1344,0.475,0.525,-73.83133169740447,343.62618133776056,1396.1874558247544,139.61874558247544,102.05803717846712,0.8,1669.1300744164332
41,3476.931871245503,-87.2867492470304,5212.141112301548,36,35.9140625,128,0,128,0.0,1.0,2560,1372,1188,0.5359375,0.4640625,-4.340774962351519,294.5602522670682,1209.4695357531443,120.94695357531444,100.77712073458241,0.8,1669.1300744164332
42,3476.931871245503,-585.1053792889757,5557.643174618074,36,42.7421875,128,0,128,0.0,1.0,2560,1361,1199,0.531640625,0.468359375,-29.23272990194878,321.4333993646747,1078.5241055398951,107.85241055398951,144.447906793532,0.6,1669.1300744164332
