generation,best_fitness,mean_fitness,std_fitness,best_tree_size,mean_tree_size,population_size,survived_agents,crashed_agents,agent_survival_rate,agent_crash_rate,total_episodes,survived_episodes,crashed_episodes,episode_survival_rate,episode_crash_rate,mean_episode_score,std_episode_score,validation_best_score,validation_best_mean,validation_best_std,validation_best_survival_rate,best_validation_score_so_far
43,3483.9934599569056,-564.2992688905106,5774.366396624903,28,43.828125,128,0,128,0.0,1.0,2560,1352,1208,0.528125,0.471875,-28.191436100775526,336.86164292513325,1454.3824555044994,145.43824555044995,104.79520113907435,0.8,1669.1300744164332
44,3483.9934599569056,-1091.6357349424272,6031.706073496308,28,38.9765625,128,0,128,0.0,1.0,2560,1326,1234,0.51796875,0.48203125,-54.55590784087135,341.9806472926742,857.4240184580896,85.74240184580896,102.92615624666031,0.5,1669.1300744164332
45,3483.9934599569056,-1398.2609278878754,6355.573638404604,28,36.7578125,128,0,128,0.0,1.0,2560,1259,1301,0.491796875,0.508203125,-69.88946826939376,355.9843696214724,474.9348252924998,47.49348252924998,129.07873307000298,0.5,1669.1300744164332
46,3483.9934599569056,-1709.2707987000122,5957.488133908169,30,39.046875,128,0,128,0.0,1.0,2560,1128,1432,0.440625,0.559375,-85.4354618100006,325.9155089208304,507.0169071689197,50.701690716891974,83.51927451481444,0.5,1669.1300744164332
47,3483.9934599569056,-1150.4461101682314,5650.198407707792,28,40.359375,128,0,128,0.0,1.0,2560,1211,1349,0.473046875,0.526953125,-57.49940316466158,317.1865827403213,842.3135884085431,84.23135884085431,145.18841841729153,0.5,1669.1300744164332
48,3483.9934599569056,-748.8027956859232,5636.462708215483,30,38.640625,128,0,128,0.0,1.0,2560,1330,1230,0.51953125,0.48046875,-37.41619056554616,310.44482327036474,1096.7388388398256,109.67388388398255,120.09615786492448,0.5,1669.1300744164332
49,3513.314406244117,-520.6083768093779,5301.3721582332155,54,35.703125,128,0,128,0.0,1.0,2560,1305,1255,0.509765625,0.490234375,-26.006805559218908,290.0405364300559,1207.9204540573069,120.79204540573069,118.03285588631977,0.7,1669.1300744164332
50,3513.314406244117,-1549.4149783771281,5828.6406110116,54,35.46875,128,0,128,0.0,1.0,2560,1166,1394,0.45546875,0.54453125,-77.44610048135641,323.7608787652977,905.539114900905,90.5539114900905,133.5661974842345,0.7,1669.1300744164332
51,3513.4276473403906,-1470.7682801583135,6636.256224606869,44,37.0703125,128,0,128,0.0,1.0,2560,1267,1293,0.494921875,0.505078125,-73.51317572666566,381.05803360953945,1019.0384080014301,101.903840800143,133.23560003779164,0.5,1669.1300744164332
52,3528.7502626212954,-1034.406115975408,5858.527411302792,54,42.0859375,128,0,128,0.0,1.0,2560,1259,1301,0.491796875,0.508203125,-51.69496595502041,324.9682857219571,632.5367471587283,63.25367471587283,162.91260722065454,0.6,1669.1300744164332
53,3632.6852233134796,349.9995376814892,4943.60665470336,44,45.796875,128,0,128,0.0,1.0,2560,1515,1045,0.591796875,0.408203125,17.525367509074464,271.0849213342306,928.261331419404,92.8261331419404,121.75142822234503,0.7,1669.1300744164332
54,3632.6852233134796,-421.38898672252293,5495.556831889918,44,45.21875,128,0,128,0.0,1.0,2560,1378,1182,0.53828125,0.46171875,-21.04845714862613,304.2741131197242,727.9429693587301,72.794296935873,108.0730265071353,0.6,1669.1300744164332
55,3632.977977385961,-349.81677778430804,5534.245448310033,34,45.9921875,128,0,128,0.0,1.0,2560,1382,1178,0.53984375,0.46015625,-17.464987326715395,304.9236276719596,1367.534955592573,136.7534955592573,125.88477437935754,0.7,1669.1300744164332
56,3632.977977385961,-226.23156707704732,5150.38982378513,34,44.5546875,128,0,128,0.0,1.0,2560,1349,1211,0.526953125,0.473046875,-11.283949447602362,293.78744793107035,1015.5200189731518,101.5520018973152,115.28731249359018,0.6,1669.1300744164332
57,3699.313616387326,-1288.7632639238468,6441.303026527553,28,42.3671875,128,0,128,0.0,1.0,2560,1314,1246,0.51328125,0.48671875,-64.41448741494233,361.0849522848989,1267.6384536599485,126.76384536599485,110.31704660521012,0.7,1669.1300744164332
58,3699.313616387326,-1430.089730040474,5891.408310993043,31,40.421875,128,0,128,0.0,1.0,2560,1194,1366,0.46640625,0.53359375,-71.48271306452368,319.5111776045609,81.92929894109417,8.192929894109417,92.48822950897019,0.3,1669.1300744164332
59,3699.313616387326,-1640.4505994367778,6444.957314687249,28,37.2578125,128,0,128,0.0,1.0,2560,1218,1342,0.47578125,0.52421875,-81.9959284093389,353.5524073699831,925.2795351928368,92.52795351928368,106.82757875866824,0.4,1669.1300744164332
60,3699.313616387326,-804.8586174934178,5718.258066986521,28,37.21875,128,0,128,0.0,1.0,2560,1301,1259,0.508203125,0.491796875,-40.2194621246709,310.1221284624274,999.6291507446251,99.96291507446252,103.38975140424986,0.7,1669.1300744164332
61,3699.32031434687,160.3171810090734,5196.39318237411,31,35.1484375,128,0,128,0.0,1.0,2560,1483,1077,0.579296875,0.420703125,8.040675456703665,288.2791287374519,945.7175560781052,94.5717556078105,121.04791122179664,0.5,1669.1300744164332
62,3699.32031434687,-1092.4582566690765,6054.700614337386,31,32.4296875,128,0,128,0.0,1.0,2560,1284,1276,0.5015625,0.4984375,-54.59829955220384,338.75333739774857,870.0314640238228,87.0031464023823,134.5271300750341,0.5,1669.1300744164332
63,3699.5001890877147,-572.1885822408534,5252.101116828687,28,31.96875,128,0,128,0.0,1.0,2560,1337,1223,0.522265625,0.477734375,-28.58540958079268,294.5859574692985,1164.3911500061022,116.43911500061022,142.10382314415455,0.6,1669.1300744164332
64,3700.5093641643352,-1636.0909962825372,6560.678535934887,32,31.6171875,128,0,128,0.0,1.0,2560,1231,1329,0.480859375,0.519140625,-81.78076465787686,364.70460406994533,853.3709239518317,85.33709239518318,102.8439560381254,0.4,1669.1300744164332
65,3700.5093641643352,-829.1941019432953,6058.880321503273,32,32.34375,128,0,128,0.0,1.0,2560,1340,1220,0.5234375,0.4765625,-41.43547462841478,336.119571463023,1622.9577109843851,162.2957710984385,106.61418450787781,0.8,1669.1300744164332
66,3700.5093641643352,-2119.6334681488856,7227.663284575744,32,31.6484375,128,0,128,0.0,1.0,2560,1240,1320,0.484375,0.515625,-105.95806403244428,400.9667332374705,997.3535031220808,99.73535031220808,111.02306957260033,0.5,1669.1300744164332
67,3702.8946130062895,-1932.787002557341,7165.156884234118,31,32.296875,128,0,128,0.0,1.0,2560,1269,1291,0.495703125,0.504296875,-96.61870559661706,400.77874881110733,909.9621133621899,90.99621133621899,121.6993547813218,0.6,1669.1300744164332
68,3702.8946130062895,-320.5444660901301,5631.986785213103,31,33.625,128,0,128,0.0,1.0,2560,1380,1180,0.5390625,0.4609375,-16.002485023256515,317.3772863856364,848.7171197289758,84.87171197289759,160.9292948313648,0.5,1669.1300744164332
69,3735.5148602034305,-376.10931194803436,5606.372079583079,31,34.546875,128,0,128,0.0,1.0,2560,1385,1175,0.541015625,0.458984375,-18.782196066151716,313.0520883827196,817.0061007844259,81.7006100784426,102.99120191372847,0.6,1669.1300744164332
70,3735.5148602034305,-537.3313837186358,5670.771438763093,31,37.546875,128,0,128,0.0,1.0,2560,1356,1204,0.5296875,0.4703125,-26.844584810931785,308.807762208986,1563.2999161471448,156.3299916147145,83.08131893180818,0.7,1669.1300744164332
71,3735.5148602034305,-1390.2847858340044,6401.92484114205,31,41.2734375,128,0,128,0.0,1.0,2560,1260,1300,0.4921875,0.5078125,-69.49186429170022,363.82732035901944,470.6962334609899,47.06962334609899,144.344398978937,0.4,1669.1300744164332
72,3735.5148602034305,-686.912158783881,5905.443270618327,31,44.3828125,128,0,128,0.0,1.0,2560,1360,1200,0.53125,0.46875,-34.32108840794406,327.97088217698126,1565.8607009451957,156.58607009451958,117.17397444137502,0.8,1669.1300744164332
73,3735.5148602034305,-494.88462280252327,5847.47143458145,31,43.484375,128,0,128,0.0,1.0,2560,1404,1156,0.5484375,0.4515625,-24.724195983876182,325.42619040513875,398.0925112658342,39.80925112658342,248.60957026888525,0.6,1669.1300744164332
74,3745.7264830634904,-999.1407224028627,6247.941359569932,31,38.6328125,128,0,128,0.0,1.0,2560,1317,1243,0.514453125,0.485546875,-49.934942370143155,347.88896095970233,1032.5121266786095,103.25121266786095,106.31159173585851,0.8,1669.1300744164332
