seed,gif,reward,steps,gif_frames,terminated,truncated,crashed
989156049,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_01_seed_989156049.gif,190.4674148633913,366,93,True,False,False
819470098,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_02_seed_819470098.gif,27.38124962971564,234,60,True,False,True
707931745,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_03_seed_707931745.gif,276.1879699994929,266,68,True,False,False
204268317,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_04_seed_204268317.gif,52.141930633194505,221,57,True,False,True
68758866,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_05_seed_68758866.gif,-43.10211301542199,168,43,True,False,True
1474883841,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_06_seed_1474883841.gif,60.06981199435492,192,49,True,False,True
1013008134,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_07_seed_1013008134.gif,152.46578375374617,313,80,True,False,False
576347849,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_08_seed_576347849.gif,53.73493898387679,163,42,True,False,True
1488731791,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_09_seed_1488731791.gif,274.02282972416856,262,67,True,False,False
912834248,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_10_seed_912834248.gif,186.8600749099553,326,83,True,False,False
1770159222,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_11_seed_1770159222.gif,-81.03757601093287,276,70,True,False,True
1069369415,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_12_seed_1069369415.gif,57.13635625783475,500,126,False,False,False
501570827,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_13_seed_501570827.gif,154.68303789432076,372,94,True,False,False
2047697768,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_14_seed_2047697768.gif,22.797998095110557,208,53,True,False,True
730792473,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_15_seed_730792473.gif,148.1568851064239,409,104,True,False,False
2089778512,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_16_seed_2089778512.gif,-34.45069523251867,202,52,True,False,True
207354126,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_17_seed_207354126.gif,63.372269193379424,195,50,True,False,True
1074833967,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_18_seed_1074833967.gif,202.825456468695,291,74,True,False,False
74690062,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_19_seed_74690062.gif,-105.67850918827048,193,50,True,False,True
1099860915,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_20_seed_1099860915.gif,4.165377268934591,164,42,True,False,True
