generation,best_fitness,mean_fitness,std_fitness,best_tree_size,mean_tree_size,population_size,survived_agents,crashed_agents,agent_survival_rate,agent_crash_rate,total_episodes,survived_episodes,crashed_episodes,episode_survival_rate,episode_crash_rate,mean_episode_score,std_episode_score
0,-1708.2300147685032,-7243.599229613923,4260.636931215218,22,14.921875,128,0,128,0.0,1.0,1920,2,1918,0.0010416666666666667,0.9989583333333333,-482.9066153075949,424.3446820934112
1,-1372.2652880056728,-2980.889854906608,1745.2768669048774,15,17.2265625,128,0,128,0.0,1.0,1920,6,1914,0.003125,0.996875,-197.89375074377386,151.21483248677725
2,-1258.317449709271,-2830.3973534784454,2238.7193822056465,18,18.8671875,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-187.8493548152297,179.08358352637006
3,-925.9784235885127,-2420.8695096955,1850.9665143765228,15,21.2890625,128,0,128,0.0,1.0,1920,10,1910,0.005208333333333333,0.9947916666666666,-160.5985402297,145.731641758865
4,-657.2490384011357,-2218.52321297261,2083.1013621490397,15,20.859375,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-147.05592253150735,158.301230927634
5,-586.6925739559937,-2188.860264200926,2263.0568637439333,15,20.5546875,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-145.07636136339505,167.75861564783494
6,-373.5970709020139,-2534.5572253912824,2890.350776515564,15,20.828125,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-168.1285025260855,213.0609615121476
7,-281.00431546392775,-1658.9557752072892,2140.503060727729,15,20.203125,128,0,128,0.0,1.0,1920,3,1917,0.0015625,0.9984375,-109.75179126381927,160.77351342070128
8,-281.00431546392775,-1978.234321597862,2565.6464999140194,15,17.671875,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-131.02020477319078,192.28831583813127
9,-271.72397417246606,-1815.6358101916696,2174.6341201668342,18,20.7265625,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-120.17566859611131,176.6121018946296
10,-271.72397417246606,-1664.3249922568273,1981.565756137469,18,23.484375,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-110.0676557337885,148.8000241850587
11,-205.78573151855983,-1381.4313311993408,1931.9280616872006,25,24.53125,128,0,128,0.0,1.0,1920,0,1920,0.0,1.0,-91.2093804132894,150.1921151333884
12,77.36160587453091,-1474.0607933300414,1844.3510520340249,20,23.953125,128,0,128,0.0,1.0,1920,1,1919,0.0005208333333333333,0.9994791666666667,-97.40030288866943,140.99111905706602
13,77.36160587453091,-1623.5465355802341,2198.9240880207653,20,23.6796875,128,0,128,0.0,1.0,1920,7,1913,0.0036458333333333334,0.9963541666666667,-107.3606023720156,164.42118558998442
14,164.78640856485464,-2142.3002953478226,2702.472081165494,20,25.046875,128,0,128,0.0,1.0,1920,16,1904,0.008333333333333333,0.9916666666666667,-142.02267593985485,200.60552700032284
15,164.78640856485464,-1412.4003188048155,2049.4848968802494,20,25.4140625,128,0,128,0.0,1.0,1920,31,1889,0.016145833333333335,0.9838541666666667,-93.2839795869877,162.9332870065498
