seed,gif,reward,steps,gif_frames,terminated,truncated,crashed
1805882838,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_01_seed_1805882838.gif,260.82893535014466,305,78,True,False,False
401328379,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_02_seed_401328379.gif,290.1605931938745,273,70,True,False,False
1760593013,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_03_seed_1760593013.gif,253.5958132667381,247,63,True,False,False
478039865,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_04_seed_478039865.gif,-28.309990760121792,289,74,True,False,True
1009007963,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_05_seed_1009007963.gif,151.53942492848265,500,126,False,False,False
1369458961,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_06_seed_1369458961.gif,-17.13055911410153,169,44,True,False,True
1952197175,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_07_seed_1952197175.gif,-18.475308132118045,212,54,True,False,True
898318260,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_08_seed_898318260.gif,50.14922417748889,164,42,True,False,True
419871232,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_09_seed_419871232.gif,47.00594772897904,175,45,True,False,True
764178170,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_10_seed_764178170.gif,-16.1117409840041,159,41,True,False,True
1068974658,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_11_seed_1068974658.gif,-133.69099336757665,477,121,True,False,True
949491592,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_12_seed_949491592.gif,-25.477509659087445,180,46,True,False,True
1561277233,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_13_seed_1561277233.gif,189.67670431187398,386,98,True,False,False
1136178507,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_14_seed_1136178507.gif,42.462376221751924,500,126,False,False,False
19417594,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_15_seed_19417594.gif,289.5695516621449,281,72,True,False,False
184500815,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_16_seed_184500815.gif,-4.017356415594676,207,53,True,False,True
1053928875,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_17_seed_1053928875.gif,52.15452659629851,500,126,False,False,False
630494763,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_18_seed_630494763.gif,246.7841722832214,232,59,True,False,False
1823006291,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_19_seed_1823006291.gif,281.5192468003671,284,72,True,False,False
1834692348,/Users/vukjurisic/Work/Uni/EvolutionaryAlgorithms/lunar_lander/experiment_runs/20260604_100444_tuned_s42_moreepisodes_200gens/checkpoints/best_training_tree_random_gifs/episode_20_seed_1834692348.gif,255.83659369984298,415,105,True,False,False
