generation,best_fitness,best_fitness_so_far,best_lander_fitness,mean_fitness,std_fitness,best_tree_size,mean_tree_size,population_size,survived_agents,crashed_agents,agent_survival_rate,agent_crash_rate,total_episodes,survived_episodes,crashed_episodes,episode_survival_rate,episode_crash_rate,mean_episode_score,std_episode_score,validation_best_score,validation_best_mean,validation_best_std,validation_best_survival_rate,best_validation_score_so_far
96,4657.280551327187,5217.299896357766,235.1485275663593,-566.4706559150545,6090.868417076419,45,55.109375,128,0,128,0.0,1.0,2560,1039,1521,0.405859375,0.594140625,-26.546189045752733,369.46713042736684,2121.257460661821,212.1257460661821,106.04288542195873,0.8,2406.3797915454325
97,4998.84776078975,5217.299896357766,252.08888803948759,1372.1005527392142,3870.5853306044887,61,54.4609375,128,0,128,0.0,1.0,2560,1307,1253,0.510546875,0.489453125,70.45330107446071,253.74880834426705,1682.2489775542283,168.22489775542283,147.27134510753663,0.6,2406.3797915454325
98,4748.931385250844,5217.299896357766,239.75806926254216,562.0823971727314,4675.013294075155,61,54.2578125,128,0,128,0.0,1.0,2560,1214,1346,0.47421875,0.52578125,29.99940110863657,299.48922910500477,2668.3959723809166,266.83959723809164,20.02954854335403,1.0,2668.3959723809166
99,5283.40167232877,5283.40167232877,266.3740836164385,770.8350371482536,4802.485801400744,59,54.46875,128,1,127,0.0078125,0.9921875,2560,1273,1287,0.497265625,0.502734375,40.46534951366269,301.3738368355018,2128.8987306828217,212.88987306828216,85.03537172940737,0.9,2668.3959723809166
100,4838.477418203905,5283.40167232877,244.19387091019522,1255.2942850536588,3913.511932660777,53,54.1328125,128,0,128,0.0,1.0,2560,1335,1225,0.521484375,0.478515625,64.66256972143292,255.51264915923392,1647.6074950124987,164.76074950124988,103.62795664238412,0.8,2668.3959723809166
101,4639.864989094497,5283.40167232877,233.9632494547248,-421.5494235689742,6986.393057847211,52,54.0703125,128,0,128,0.0,1.0,2560,1149,1411,0.448828125,0.551171875,-19.273455553448702,413.0731012367465,2739.129901162291,273.912990116229,23.257852421663234,1.0,2739.129901162291
102,4854.301755598503,5283.40167232877,245.04608777992516,-295.04224541246487,6054.912108153042,59,54.7265625,128,0,128,0.0,1.0,2560,1109,1451,0.433203125,0.566796875,-12.931010708123239,363.3347121980386,1939.9616855429672,193.99616855429667,108.08439545692406,0.8,2739.129901162291
103,4739.312979631722,5283.40167232877,239.14864898158604,1108.2278472314206,4334.156698581892,59,55.921875,128,0,128,0.0,1.0,2560,1262,1298,0.49296875,0.50703125,57.232771267821036,257.4435230417918,965.4217453551939,96.5421745355194,183.08234693866734,0.5,2739.129901162291
104,4859.910689936761,5283.40167232877,245.08203449683796,81.89664430366052,5517.372269193042,59,58.1015625,128,0,128,0.0,1.0,2560,1176,1384,0.459375,0.540625,5.926449402683029,336.5794767991049,2422.30864698683,242.23086469868298,81.92726877611635,0.9,2739.129901162291
105,4544.498705046664,5283.40167232877,229.21743525233325,512.0402395715507,5017.835681123459,59,57.6640625,128,0,128,0.0,1.0,2560,1162,1398,0.45390625,0.54609375,27.354418228577543,324.57569569773517,2576.0903058533404,257.60903058533404,26.554502514446447,1.0,2739.129901162291
106,5054.911678534133,5283.40167232877,254.85008392670665,981.813111118488,4432.3297218838725,63,58.984375,128,0,128,0.0,1.0,2560,1266,1294,0.49453125,0.50546875,50.95353055592441,276.2540217549751,1900.1099821044497,190.01099821044497,124.77591154247375,0.7,2739.129901162291
107,5066.566010383392,5283.40167232877,255.48180051916955,232.06015565804847,5593.77234133817,63,59.6171875,128,0,128,0.0,1.0,2560,1273,1287,0.497265625,0.502734375,13.57852731415242,357.857604730496,2519.6175686805427,251.96175686805427,74.75706696606133,0.9,2739.129901162291
108,5327.430831631464,5327.430831631464,268.4960415815732,-7.32988339411537,5728.716828393671,59,58.984375,128,1,127,0.0078125,0.9921875,2560,1127,1433,0.440234375,0.559765625,1.47804098654424,349.5040462874901,2019.0971243695035,201.90971243695034,109.29745555622125,0.8,2739.129901162291
109,4771.448943286469,5327.430831631464,240.66894716432344,236.595047224964,5447.809574298972,57,60.171875,128,0,128,0.0,1.0,2560,1125,1435,0.439453125,0.560546875,13.569498454998206,317.58316338028686,2177.5101914976854,217.75101914976852,125.75831810697825,0.8,2739.129901162291
110,5093.985279859,5327.430831631464,256.80726399294997,1451.1446583714662,4191.316058070691,59,59.8828125,128,0,128,0.0,1.0,2560,1365,1195,0.533203125,0.466796875,74.5294438560733,274.7796538981923,2176.583806136251,217.6583806136251,107.689249725638,0.8,2739.129901162291
111,4958.307089894509,5327.430831631464,250.03485449472547,905.5288337951479,4270.499177091723,63,60.46875,128,0,128,0.0,1.0,2560,1207,1353,0.471484375,0.528515625,47.0598362210074,262.21535378217203,1811.213786178784,181.1213786178784,128.99819883162078,0.7,2739.129901162291
112,4679.920545443659,5327.430831631464,236.06802727218292,522.3305520902977,4563.078214430908,63,61.125,128,0,128,0.0,1.0,2560,1132,1428,0.4421875,0.5578125,27.839336198264885,291.8940261436406,1789.5300316148703,178.953003161487,118.04290327335968,0.7,2739.129901162291
113,5120.956595466384,5327.430831631464,258.3208297733192,1193.4306902214007,4953.307567331297,63,61.1953125,128,0,128,0.0,1.0,2560,1362,1198,0.53203125,0.46796875,61.57420247982003,298.938880706571,1554.6199926435768,155.4619992643577,137.28098585051393,0.6,2739.129901162291
114,4660.560690714887,5327.430831631464,235.20153453574432,784.7462927201519,5155.39325776985,59,61.859375,128,0,128,0.0,1.0,2560,1300,1260,0.5078125,0.4921875,41.14361151100759,327.11606707565574,2183.244714336048,218.32447143360483,148.5883487787969,0.9,2739.129901162291
115,4821.041131549978,5327.430831631464,243.06005657749887,388.51130641408065,5045.503861224616,63,61.640625,128,0,128,0.0,1.0,2560,1140,1420,0.4453125,0.5546875,21.21960828945404,309.581154913039,2309.729628086846,230.9729628086846,80.57786602013145,0.9,2739.129901162291
116,5103.720789904106,5327.430831631464,257.4240394952053,1685.9497874028502,4147.839564165521,63,62.25,128,1,127,0.0078125,0.9921875,2560,1456,1104,0.56875,0.43125,86.2434229638925,267.97954450618346,1932.6698555159996,193.26698555159996,128.84725221365508,0.8,2739.129901162291
117,5398.787118643787,5398.787118643787,272.17235593218936,483.89211187112954,5112.409382483912,63,62.1328125,128,1,127,0.0078125,0.9921875,2560,1242,1318,0.48515625,0.51484375,26.064523562306476,330.6671606729061,1695.9133307694378,169.59133307694378,148.71856881939584,0.7,2739.129901162291
118,4859.799010541626,5398.787118643787,245.42045052708127,555.3855166315377,5762.741640206807,63,62.09375,128,0,128,0.0,1.0,2560,1259,1301,0.491796875,0.508203125,29.552096144076906,334.6358716393638,2302.190973327174,230.2190973327174,84.17475908809905,0.9,2739.129901162291
119,4829.162022763188,5398.787118643787,243.47960113815952,296.2981199242857,5201.145016182723,63,61.953125,128,0,128,0.0,1.0,2560,1223,1337,0.477734375,0.522265625,16.632081777464283,312.22283460170365,1885.429086297538,188.54290862975387,122.92049802956103,0.7,2739.129901162291
120,4784.168955189349,5398.787118643787,241.46194775946742,1166.3455679288143,4246.732403155224,63,62.875,128,0,128,0.0,1.0,2560,1332,1228,0.5203125,0.4796875,60.260497146440706,273.29545192702193,2164.003105211925,216.40031052119252,97.39848961711613,0.9,2739.129901162291
121,4652.944739164999,5398.787118643787,235.14273695824994,1138.4809677001012,4078.917793544702,63,62.1875,128,0,128,0.0,1.0,2560,1292,1268,0.5046875,0.4953125,58.74970854125506,240.20903668810809,2489.2476719087613,248.92476719087614,88.64572026897055,0.9,2739.129901162291
122,5008.881331699777,5398.787118643787,252.66456658498882,128.2724195177443,6622.390317808729,63,62.3984375,128,0,128,0.0,1.0,2560,1336,1224,0.521875,0.478125,8.362757694637216,401.13918454708636,2407.447826753451,240.7447826753451,76.56132803447899,0.9,2739.129901162291
123,5123.135571468656,5398.787118643787,258.3397785734328,711.6323423887305,5542.145602024892,63,62.53125,128,0,128,0.0,1.0,2560,1314,1246,0.51328125,0.48671875,37.539152275686526,324.4605778020673,2057.6357039127715,205.76357039127714,97.79273621009868,0.8,2739.129901162291
124,4989.139082926543,5398.787118643787,251.52395414632716,1289.9678962740675,4369.321008626237,63,62.546875,128,2,126,0.015625,0.984375,2560,1388,1172,0.5421875,0.4578125,66.40906668870336,267.44896330534084,2469.8129767029645,246.98129767029644,29.156019566631468,1.0,2739.129901162291
125,5210.856312981149,5398.787118643787,262.7458156490574,1903.182600410043,3683.8462192505413,63,62.3671875,128,0,128,0.0,1.0,2560,1481,1079,0.578515625,0.421484375,97.12993470800217,231.3760154554609,1934.9532559801708,193.49532559801708,170.7122891407092,0.9,2739.129901162291
126,5017.671717446845,5398.787118643787,253.21958587234226,1259.2358180428323,4515.86390062692,63,62.0625,128,1,127,0.0078125,0.9921875,2560,1377,1183,0.537890625,0.462109375,64.86038855839163,275.8465271021333,2670.1690126125604,267.01690126125607,23.91180329086059,1.0,2739.129901162291
127,4734.01623600743,5398.787118643787,238.94131180037158,885.0803172225012,5885.431788823845,63,62.2109375,128,0,128,0.0,1.0,2560,1348,1212,0.5265625,0.4734375,46.144820548625056,362.21774677732924,2227.1732960996333,222.71732960996331,108.07733682997424,0.8,2739.129901162291
128,5013.999336747725,5398.787118643787,252.80346683738617,1572.2188195300828,4572.065407978306,61,62.3046875,128,0,128,0.0,1.0,2560,1441,1119,0.562890625,0.437109375,80.55465972650414,289.3769037641772,2000.1744977540025,200.01744977540025,91.0605733314302,0.9,2739.129901162291
129,4996.131021326059,5398.787118643787,252.006051066303,1309.1154090422242,4479.300897117495,61,61.6875,128,0,128,0.0,1.0,2560,1406,1154,0.54921875,0.45078125,67.41800482711122,268.1687046864926,1711.4674194584086,171.14674194584086,124.47288755305294,0.6,2739.129901162291
130,4999.716138270507,5398.787118643787,252.05880691352536,846.5711225473007,4792.312956721982,63,61.75,128,0,128,0.0,1.0,2560,1309,1251,0.511328125,0.488671875,44.25236472111502,310.2129530468441,2091.0692770184187,209.10692770184187,121.5265564399853,0.8,2739.129901162291
131,4934.361345851131,5398.787118643787,249.06256729255657,1078.7893287908737,4448.867991718586,61,61.5078125,128,0,128,0.0,1.0,2560,1346,1214,0.52578125,0.47421875,55.77917737704369,268.9545994027895,2163.8487673572404,216.38487673572405,102.22428503305149,0.8,2739.129901162291
132,4895.196627080109,5398.787118643787,247.0608313540055,553.2366684453839,5802.9508306196685,61,61.1796875,128,0,128,0.0,1.0,2560,1376,1184,0.5375,0.4625,29.658747484769197,366.6213575113108,2373.9056654376445,237.39056654376446,86.56118087544134,0.9,2739.129901162291
133,5270.458977844475,5398.787118643787,265.81444889222377,628.2863116063915,5834.551032841277,63,61.125,128,1,127,0.0078125,0.9921875,2560,1360,1200,0.53125,0.46875,33.39506558031958,361.2215026111756,2219.716199963051,221.97161999630512,110.06558516771733,0.8,2739.129901162291
134,5128.07860655637,5398.787118643787,259.0669303278185,805.7927764937017,4922.392390662296,61,60.8203125,128,1,127,0.0078125,0.9921875,2560,1328,1232,0.51875,0.48125,42.18796304343509,295.6121752691115,2062.5694276324034,206.25694276324037,116.13119506355757,0.8,2739.129901162291
135,5228.01408052209,5398.787118643787,263.80670402610446,931.2360126869489,4881.712617848139,61,61.0,128,1,127,0.0078125,0.9921875,2560,1357,1203,0.530078125,0.469921875,48.51634750934745,296.9450056679098,2655.4996165015027,265.54996165015024,22.3137591476815,1.0,2739.129901162291
136,5142.172914051618,5398.787118643787,259.31914570258084,1105.5191210987696,5737.11404009597,61,60.9453125,128,1,127,0.0078125,0.9921875,2560,1440,1120,0.5625,0.4375,57.25656152368849,374.62301498683854,1286.5668291064158,128.65668291064156,148.38928552774814,0.6,2739.129901162291
137,4986.234713557643,5398.787118643787,251.50623567788216,560.7918040682858,6222.959177999623,63,60.921875,128,0,128,0.0,1.0,2560,1370,1190,0.53515625,0.46484375,30.017594109664277,371.39592922294304,2349.9587284313416,234.9958728431342,111.09360376569008,0.9,2739.129901162291
138,5232.899994140799,5398.787118643787,263.82849970703995,1202.5256776745628,4679.616664467727,61,61.203125,128,2,126,0.015625,0.984375,2560,1408,1152,0.55,0.45,62.10439325872812,288.825317363288,2076.2853712314395,207.62853712314396,114.5687001992957,0.8,2739.129901162291
139,5143.373023387437,5398.787118643787,259.39565116937183,1419.1401405042382,3968.034585565709,60,61.234375,128,2,126,0.015625,0.984375,2560,1374,1186,0.53671875,0.46328125,72.9177531189619,273.8191453694294,2005.6326976326077,200.56326976326076,103.90774081066935,0.8,2739.129901162291
140,5362.036062602386,5398.787118643787,270.42230313011925,1304.935676098789,5480.914197396363,61,61.0234375,128,1,127,0.0078125,0.9921875,2560,1496,1064,0.584375,0.415625,67.27288536743944,342.7860923999069,1770.8047988419855,177.08047988419858,125.27094919677627,0.7,2739.129901162291
141,5321.844565193196,5398.787118643787,268.3807282596598,1304.6308514867994,4233.50037324622,61,60.640625,128,2,126,0.015625,0.984375,2560,1389,1171,0.542578125,0.457421875,67.14958554308996,257.00972751604075,1529.0385489723067,152.90385489723067,129.6910322859348,0.6,2739.129901162291
142,5041.410247387497,5398.787118643787,254.29551236937488,1646.1305494832536,3788.619942899599,63,61.2890625,128,1,127,0.0078125,0.9921875,2560,1443,1117,0.563671875,0.436328125,84.24498450541269,243.07437615760313,2768.4291066104215,276.84291066104214,20.974904497001194,1.0,2768.4291066104215
143,4894.120000346583,5398.787118643787,246.80200001732914,1096.839918497265,5020.990288658602,61,61.375,128,0,128,0.0,1.0,2560,1516,1044,0.5921875,0.4078125,56.924257643613245,334.0131314375237,2190.8783873068955,219.08783873068955,108.46569195370435,0.8,2768.4291066104215
144,4949.144918200268,5398.787118643787,250.0137459100134,1252.0852976876904,4600.948812827242,61,61.2578125,128,0,128,0.0,1.0,2560,1377,1183,0.537890625,0.462109375,64.50910863438452,290.0216707793897,2062.1534746686752,206.2153474668675,112.86320949415712,0.8,2768.4291066104215
145,4901.578643404473,5398.787118643787,247.29993217022366,2126.7696464495293,4229.168483570971,61,61.2734375,128,0,128,0.0,1.0,2560,1578,982,0.61640625,0.38359375,108.38688466622645,280.6718134974562,2641.078734448059,264.10787344480593,28.047267799072955,1.0,2768.4291066104215
146,5397.977069174761,5398.787118643787,272.204353458738,1723.5785748726453,4208.985266109178,63,61.390625,128,1,127,0.0078125,0.9921875,2560,1512,1048,0.590625,0.409375,88.18190139988226,275.63030577950053,2466.0752115303817,246.60752115303816,79.65271293204671,0.9,2768.4291066104215
147,4957.365512843371,5398.787118643787,250.13177564216858,105.32323147639659,7337.766003258058,61,61.6015625,128,0,128,0.0,1.0,2560,1361,1199,0.531640625,0.468359375,7.1612006363198315,433.65686417371796,2419.8881334658304,241.98881334658304,87.12930785555935,0.9,2768.4291066104215
148,4969.28404085165,5398.787118643787,250.84120204258252,1321.3228729746438,4844.708923936096,61,61.421875,128,1,127,0.0078125,0.9921875,2560,1422,1138,0.55546875,0.44453125,68.03820224248219,298.8140675346036,1854.6267423350082,185.46267423350082,117.4971512515229,0.7,2768.4291066104215
149,4817.3382108258675,5398.787118643787,243.17791054129333,1329.492559546578,3941.2358136155362,61,61.3515625,128,0,128,0.0,1.0,2560,1316,1244,0.5140625,0.4859375,68.36259282107889,251.0175088411912,1529.2203745907857,152.92203745907855,184.51796221939054,0.7,2768.4291066104215
150,5144.329609724386,5398.787118643787,259.24098048621926,1268.1108537059586,4960.680501555276,63,61.4453125,128,1,127,0.0078125,0.9921875,2560,1420,1140,0.5546875,0.4453125,65.32846456029793,284.7768937053308,2049.811272424471,204.98112724244712,113.91057755218085,0.8,2768.4291066104215
151,4885.857573718936,5398.787118643787,246.4643786859468,-33.32198498271657,7334.163391404106,61,61.2109375,128,0,128,0.0,1.0,2560,1323,1237,0.516796875,0.483203125,0.37594371961419026,440.94339017369305,2082.7441989142776,208.27441989142775,107.0715564078137,0.8,2768.4291066104215
152,5011.474444618512,5398.787118643787,252.6312222309256,1608.8438999705584,4065.6222498014076,61,61.0078125,128,0,128,0.0,1.0,2560,1480,1080,0.578125,0.421875,82.47574187352792,271.0529698296372,1818.6134534344724,181.86134534344723,111.42808906774282,0.8,2768.4291066104215
153,5278.954616325352,5398.787118643787,266.21623081626757,1894.6286985642282,3250.055060817635,61,60.5625,128,1,127,0.0078125,0.9921875,2560,1414,1146,0.55234375,0.44765625,96.60927867821142,203.65405839524755,2420.369778553195,242.03697785531944,84.04652025093982,0.9,2768.4291066104215
154,5254.064442614783,5398.787118643787,264.8982221307391,1038.1260050630153,5072.4154532202565,61,61.1015625,128,0,128,0.0,1.0,2560,1359,1201,0.530859375,0.469140625,53.83613619065077,311.46649741948846,2223.982055287052,222.39820552870523,84.05110485234553,0.9,2768.4291066104215
155,4891.956294311375,5398.787118643787,246.9843147155688,729.4588391995252,6240.207260762121,63,61.109375,128,0,128,0.0,1.0,2560,1399,1161,0.546484375,0.453515625,38.42221539747626,383.9422110040367,1372.9980042549325,137.2998004254933,120.95118248460106,0.6,2768.4291066104215
156,5069.3880036351,5398.787118643787,255.7819001817549,1078.2521961769266,4339.512833688984,63,61.0859375,128,0,128,0.0,1.0,2560,1321,1239,0.516015625,0.483984375,55.788090277596346,256.5536666666535,2381.0617152574596,238.10617152574596,77.22601468663888,0.9,2768.4291066104215
157,5032.3871925459935,5398.787118643787,253.78635962729967,750.793416783487,5929.07031194952,63,61.203125,128,0,128,0.0,1.0,2560,1378,1182,0.53828125,0.46171875,39.51416693292435,369.5514703950937,1603.55003189065,160.35500318906497,104.95418987762606,0.7,2768.4291066104215
158,4887.602794307521,5398.787118643787,246.78313971537608,1607.4514626887253,4599.524560516582,63,61.1640625,128,0,128,0.0,1.0,2560,1460,1100,0.5703125,0.4296875,82.36988563443626,280.9101097196296,1767.5113271967443,176.75113271967444,116.66505636959839,0.7,2768.4291066104215
159,5218.827591554498,5398.787118643787,263.1788795777249,770.3118553820656,6103.305250430561,61,61.453125,128,1,127,0.0078125,0.9921875,2560,1387,1173,0.541796875,0.458203125,40.426084956603276,360.6524873370702,1607.3207005842487,160.73207005842488,140.9002496681511,0.6,2768.4291066104215
160,5088.730990759672,5398.787118643787,256.69504953798355,532.6289980615788,6230.542727869862,63,61.3515625,128,1,127,0.0078125,0.9921875,2560,1335,1225,0.521484375,0.478515625,28.53632099682893,379.5597634754758,2414.201930320784,241.4201930320784,85.24195372311237,0.9,2768.4291066104215
161,4783.7499683572105,5398.787118643787,241.46549841786054,1124.84478698431,5753.082526203015,62,61.34375,128,0,128,0.0,1.0,2560,1468,1092,0.5734375,0.4265625,58.222969817965506,345.17707441116016,1812.6446812945555,181.26446812945557,111.83156573503929,0.8,2768.4291066104215
162,5107.3074093785235,5398.787118643787,257.3648704689261,1335.2886045280666,4519.958317738807,63,61.5546875,128,2,126,0.015625,0.984375,2560,1435,1125,0.560546875,0.439453125,68.76352397640333,285.5312209531682,1702.8657595004338,170.28657595004339,146.44199485710172,0.6,2768.4291066104215
163,5358.9934999459765,5398.787118643787,270.14917499729887,961.7622844439707,6403.073142552765,59,61.90625,128,1,127,0.0078125,0.9921875,2560,1451,1109,0.566796875,0.433203125,50.102340784698534,391.45797987831446,2161.8355190533684,216.18355190533686,108.36989200584611,0.8,2768.4291066104215
164,4696.37166838511,5398.787118643787,237.27258341925554,1674.6105772863204,4353.233768212352,61,61.921875,128,0,128,0.0,1.0,2560,1481,1079,0.578515625,0.421484375,85.71214995806602,275.5281311664328,2693.9107799146373,269.3910779914637,27.9351806569433,1.0,2768.4291066104215
165,4943.2287766379895,5398.787118643787,249.39493883189942,1604.3687548181967,5296.704544530348,63,62.046875,128,0,128,0.0,1.0,2560,1546,1014,0.60390625,0.39609375,82.23519555340985,335.6112100713892,2123.948583388182,212.39485833881818,126.15078348495547,0.9,2768.4291066104215
166,5283.4836886307,5398.787118643787,266.3516844315351,1252.5434469228283,4820.606912713083,61,61.921875,128,1,127,0.0078125,0.9921875,2560,1404,1156,0.5484375,0.4515625,64.5766684398914,299.38767457575653,1483.8450887148317,148.38450887148318,149.70884152688353,0.8,2768.4291066104215
167,5320.074116275016,5398.787118643787,268.4797058137508,1167.0694250089866,5322.388419538849,61,61.671875,128,1,127,0.0078125,0.9921875,2560,1440,1120,0.5625,0.4375,60.32736187544932,319.90506672535463,1809.193648634504,180.9193648634504,117.23579630021354,0.7,2768.4291066104215
168,4928.386312018371,5398.787118643787,248.90581560091854,611.4549924468298,5191.645778888741,63,61.5546875,128,1,127,0.0078125,0.9921875,2560,1254,1306,0.48984375,0.51015625,32.44262852859149,307.0241175073029,1499.9457001835135,149.99457001835134,187.5007775057845,0.7,2768.4291066104215
169,5191.089563594508,5398.787118643787,262.10397817972535,1298.315391123031,4702.131076292678,60,61.828125,128,1,127,0.0078125,0.9921875,2560,1424,1136,0.55625,0.44375,66.89719924365156,317.4111424892907,1786.6541396515065,178.66541396515066,110.605042212775,0.7,2768.4291066104215
170,4990.52075758891,5398.787118643787,251.7245378794455,1649.986940211996,3708.854792398199,63,61.2734375,128,0,128,0.0,1.0,2560,1419,1141,0.554296875,0.445703125,84.4473313855998,249.40313508284842,1882.44384646452,188.244384646452,108.65356888281377,0.8,2768.4291066104215
171,5074.065522312831,5398.787118643787,256.0172761156415,1684.5853647185447,4435.440547146666,61,61.375,128,1,127,0.0078125,0.9921875,2560,1447,1113,0.565234375,0.434765625,86.16705729842724,260.2018136991455,2029.564437595572,202.9564437595572,146.5891300585885,0.8,2768.4291066104215
172,4990.617722044478,5398.787118643787,251.9813861022239,936.9158472193718,5852.757118223835,63,61.203125,128,1,127,0.0078125,0.9921875,2560,1447,1113,0.565234375,0.434765625,48.8862064234686,369.409792546816,1826.8724523042079,182.68724523042079,106.13103006184976,0.7,2768.4291066104215
173,4868.308300511869,5398.787118643787,245.56291502559344,1303.1694853875852,5039.392014839935,63,61.5078125,128,0,128,0.0,1.0,2560,1386,1174,0.54140625,0.45859375,67.03593911312927,300.7263468189261,1971.9958719456095,197.19958719456093,113.38908540381267,0.8,2768.4291066104215
174,5079.999382452545,5398.787118643787,256.3854691226273,2311.2319749730063,3083.9336699763367,63,61.6796875,128,1,127,0.0078125,0.9921875,2560,1559,1001,0.608984375,0.391015625,117.62182921740032,225.2835455867537,1198.7779469953396,119.87779469953395,147.37959402980977,0.6,2768.4291066104215
175,5391.347355772767,5398.787118643787,272.1163677886383,2092.163774099294,4282.6780439455115,63,61.515625,128,1,127,0.0078125,0.9921875,2560,1585,975,0.619140625,0.380859375,106.62826292371471,255.01673151613912,1443.8850685084415,144.38850685084415,127.7041722988962,0.6,2768.4291066104215
176,5042.802814581117,5398.787118643787,254.29364072905577,1388.3175221348715,4504.67641178223,63,61.6015625,128,0,128,0.0,1.0,2560,1390,1170,0.54296875,0.45703125,71.32134876299355,265.2776399004702,1837.617894648272,183.76178946482725,150.96702222957938,0.7,2768.4291066104215
177,5174.897660946388,5398.787118643787,260.7823830473194,326.58569533050695,6133.870900871381,61,61.515625,128,0,128,0.0,1.0,2560,1314,1246,0.51328125,0.48671875,18.203472266525353,355.3353588539638,2753.717243313192,275.3717243313191,37.23359700619507,1.0,2768.4291066104215
178,4944.19470744508,5398.787118643787,249.532735372254,1351.5543914180764,5295.185318003342,59,61.625,128,0,128,0.0,1.0,2560,1479,1081,0.577734375,0.422265625,69.58331722715381,320.9995901136523,1797.8881054390204,179.78881054390203,124.85590443407527,0.7,2768.4291066104215
179,5286.036652585926,5398.787118643787,266.5998326292963,1224.6769019865155,5123.8252562508815,63,61.640625,128,1,127,0.0078125,0.9921875,2560,1421,1139,0.555078125,0.444921875,63.190462286825756,319.44660912287526,2548.7964502176924,254.87964502176925,35.526019913666524,1.0,2768.4291066104215
180,4954.0959356628155,5398.787118643787,250.08679678314076,1498.5983731748238,4837.6529641074585,63,61.90625,128,0,128,0.0,1.0,2560,1486,1074,0.58046875,0.41953125,76.9591100649912,308.0022765280048,2376.1894898258497,237.61894898258498,78.23104870842556,0.9,2768.4291066104215
181,5260.820523008899,5398.787118643787,265.194026150445,830.2677446162585,5955.8525542724565,61,62.0390625,128,2,126,0.015625,0.984375,2560,1361,1199,0.531640625,0.468359375,43.41863332456292,367.93365735836744,1887.5243371640386,188.75243371640386,123.22205518763086,0.7,2768.4291066104215
182,5084.020690818547,5398.787118643787,256.42453454092737,1239.374431489145,4788.613595688535,59,61.9453125,128,0,128,0.0,1.0,2560,1418,1142,0.55390625,0.44609375,63.84541688695727,279.06381223933363,2336.056113592132,233.60561135921324,86.39512613672153,0.9,2768.4291066104215
183,5136.714213094322,5398.787118643787,259.20021065471616,1710.1036931642807,3430.739933362366,62,61.765625,128,1,127,0.0078125,0.9921875,2560,1390,1170,0.54296875,0.45703125,87.38677059571404,218.09996459176443,2078.2204092805728,207.82204092805728,103.61817426345885,0.8,2768.4291066104215
184,5180.362600184642,5398.787118643787,261.4636300092321,1643.2017028261425,4673.1569979113865,61,61.3984375,128,4,124,0.03125,0.96875,2560,1458,1102,0.56953125,0.43046875,84.11169451630713,273.15886196348004,1986.2886437771936,198.6288643777194,100.21747064022378,0.8,2768.4291066104215
185,4879.395277098823,5398.787118643787,246.3617638549411,1388.9555338453529,4702.0422835208265,61,61.671875,128,0,128,0.0,1.0,2560,1411,1149,0.551171875,0.448828125,71.45011653601765,293.52092287513574,2176.353971974839,217.6353971974839,98.65155418580133,0.8,2768.4291066104215
186,5062.161320340251,5398.787118643787,255.40456601701257,1515.9451011293436,5581.580890194009,59,61.65625,128,0,128,0.0,1.0,2560,1565,995,0.611328125,0.388671875,77.89966130646715,353.1960708564918,2366.7071161274457,236.67071161274458,82.1306144609434,0.9,2768.4291066104215
187,5041.881161809192,5398.787118643787,254.3475580904595,963.4645831749165,5028.698503285866,57,61.078125,128,1,127,0.0078125,0.9921875,2560,1385,1175,0.541015625,0.458984375,50.158342439995806,315.62928852664913,2394.5086219787154,239.45086219787157,83.74192656934363,0.9,2768.4291066104215
188,5060.599542899712,5398.787118643787,255.6629771449856,1386.5791836102105,5107.891607304168,61,60.609375,128,1,127,0.0078125,0.9921875,2560,1471,1089,0.574609375,0.425390625,71.33259980551051,303.729738512542,2797.847625352758,279.7847625352758,10.45225935848601,1.0,2797.847625352758
189,5113.5637503965545,5398.787118643787,258.23318751982777,1347.8446468509978,5215.90105707004,61,60.28125,128,1,127,0.0078125,0.9921875,2560,1469,1091,0.573828125,0.426171875,69.3938378112999,301.9069415729732,1940.6332111699148,194.0633211169915,146.0935499974258,0.8,2797.847625352758
190,5255.401506327752,5398.787118643787,265.01957531638766,1876.2960856226575,4234.637616278752,62,60.75,128,3,125,0.0234375,0.9765625,2560,1559,1001,0.608984375,0.391015625,95.89939412488286,246.91727574551265,2663.695458708466,266.3695458708466,12.158526283330406,1.0,2797.847625352758
191,5290.885247287001,5398.787118643787,266.82826236435005,1491.1229058184413,5630.18590912566,62,61.046875,128,4,124,0.03125,0.96875,2560,1614,946,0.63046875,0.36953125,76.73742263467206,351.7567427369036,2402.124549677467,240.21245496774668,53.16228003269744,1.0,2797.847625352758
192,4990.844533091009,5398.787118643787,252.1847266545505,1605.887925137479,4701.7073938462845,61,60.9453125,128,1,127,0.0078125,0.9921875,2560,1527,1033,0.596484375,0.403515625,82.40979078812396,280.29472069014867,2054.893442828997,205.4893442828997,109.66036539061139,0.8,2797.847625352758
193,5053.8711068291905,5398.787118643787,254.81855534145944,975.0986837464,5369.65086350834,62,60.875,128,0,128,0.0,1.0,2560,1417,1143,0.553515625,0.446484375,50.780563093569995,331.5844620757283,1799.4235731356011,179.9423573135601,113.24940711692157,0.7,2797.847625352758
194,5125.6788318507,5398.787118643787,258.693941592535,1219.0441315928415,5625.950929698417,62,61.0,128,1,127,0.0078125,0.9921875,2560,1449,1111,0.566015625,0.433984375,62.96135892339208,333.3468449275736,2207.849781907425,220.7849781907425,78.29034671780516,0.9,2797.847625352758
